ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERDATE
10352,49,52.64,12/3/2004 0:00
10361,23,95.2,12/17/2004 0:00
10373,25,64.97,1/31/2005 0:00
10386,50,87.15,3/1/2005 0:00
10398,34,40.22,3/30/2005 0:00
10400,20,56.12,4/1/2005 0:00
10415,42,57.61,5/9/2005 0:00
10105,25,56.78,2/11/2003 0:00
10117,50,43.68,4/16/2003 0:00
10129,32,64.97,6/12/2003 0:00
10142,39,44.23,8/8/2003 0:00
10153,50,60.06,9/28/2003 0:00
10167,38,48.59,10/23/2003 0:00
10177,40,50.23,11/7/2003 0:00
10185,28,64.43,11/14/2003 0:00
10197,42,50.23,11/26/2003 0:00
10208,42,63.88,1/2/2004 0:00
10222,36,63.34,2/19/2004 0:00
10232,24,49.69,3/20/2004 0:00
10248,23,65.52,5/7/2004 0:00
10261,29,50.78,6/17/2004 0:00
10273,37,45.86,7/21/2004 0:00
10283,33,51.32,8/20/2004 0:00
10293,32,60.06,9/9/2004 0:00
10306,35,59.51,10/14/2004 0:00
10315,40,55.69,10/29/2004 0:00
10327,37,86.74,11/10/2004 0:00
10337,42,97.16,11/21/2004 0:00
10350,20,100.0,12/2/2004 0:00
10373,29,100.0,1/31/2005 0:00
10386,43,100.0,3/1/2005 0:00
10397,34,62.24,3/28/2005 0:00
10414,47,65.52,5/6/2005 0:00
